"name","period","end_time","value"
"page_fans_country","day","2024-08-25T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1183,""SA"":3,""SE"":1,""SK"":4,""ID"":1,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-09-01T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1182,""SA"":3,""SE"":1,""SK"":4,""ID"":1,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-09-08T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1182,""SA"":3,""SE"":1,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-09-15T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1182,""SA"":3,""SE"":1,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-09-22T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1182,""SA"":3,""SE"":1,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-09-29T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1182,""SA"":3,""SE"":1,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""PE"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-10-13T07:00:00+0000","{""RS"":2,""DE"":17,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1180,""SA"":3,""SE"":2,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-10-20T07:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1179,""SA"":3,""SE"":2,""SK"":4,""ID"":2,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-10-27T07:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1180,""SA"":3,""SE"":2,""SK"":4,""ID"":2,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":7,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-11-03T07:00:00+0000","{""RS"":2,""DE"":18,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1180,""SA"":3,""SE"":2,""SK"":4,""ID"":2,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":7,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-11-10T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1181,""SA"":3,""SE"":2,""SK"":4,""ID"":2,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":7,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":540,""BA"":1}"
"page_fans_country","day","2024-11-17T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1181,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":8,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-11-24T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1181,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":8,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":539,""BA"":1}"
"page_fans_country","day","2024-12-01T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1180,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":22,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":8,""AT"":8,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":538,""BA"":1}"
"page_fans_country","day","2024-12-08T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""HU"":1180,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":22,""US"":5,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":8,""AT"":8,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":538,""BA"":1}"
"page_fans_country","day","2024-12-15T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""UA"":1,""FR"":1,""HU"":1178,""SA"":3,""SE"":2,""SK"":4,""GB"":22,""US"":5,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":8,""AT"":8,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""NG"":1,""PL"":1,""RO"":12,""NL"":538,""BA"":1}"
"page_fans_country","day","2024-12-22T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1177,""SA"":3,""BR"":1,""SE"":2,""SK"":4,""GB"":22,""US"":5,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":7,""AT"":8,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""NG"":1,""PL"":1,""RO"":12,""NL"":535,""BA"":2}"
"page_fans_country","day","2024-12-29T08:00:00+0000","{""RS"":2,""DE"":18,""BE"":93,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1177,""SA"":3,""BR"":1,""SE"":2,""SK"":4,""GB"":22,""US"":5,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":7,""AT"":8,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""NG"":1,""PL"":1,""RO"":12,""NL"":535,""BA"":2}"
